0.002890173	0.003012048	0	0	0	0	0	0	0	0	0.010273973	0.003134796	0	0	0.002857143	0.003067485	0	0	0	0.005333333	0.003067485	0.003154574	0.005797101	0.003154574	0.003267974	0.00286533	0.003174603	0.014450867	0.003194888	0.008595989	0.01497006	0.025445293	0.02688172	0.009677419	0.012578616	0.049418605	0.013623978	0.029508197	0.012779553	0.017142857	0.019354839	0.034267913	0.067692308	0.045454545	0.00621118	0.00952381	0.009708738	0.009868421	0.02006689	0.01242236	0.016339869	0.018181818	0.026785714	0.020408163	0.019607843	0.022727273	0.010273973	0.006514658	0	0.003134796	0	0	0	0	0	0	0	0	0	0	0	0	0.003205128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.546242775	0.448795181	0.614925373	0.636363636	0.436532508	0.452830189	0.535714286	0.293929712	0.255172414	0.543209877	0.517123288	0.269592476	0.463768116	0.43715847	0.382857143	0.377300613	0.438485804	0.415300546	0.313390313	0.437333333	0.386503067	0.261829653	0.382608696	0.356466877	0.39869281	0.392550143	0.371428571	0.398843931	0.412140575	0.366762178	0.389221557	0.356234097	0.422043011	0.374193548	0.427672956	0.465116279	0.504087193	0.370491803	0.284345048	0.388571429	0.377419355	0.342679128	0.372307692	0.386363636	0.223602484	0.276190476	0.313915858	0.213815789	0.227424749	0.229813665	0.320261438	0.360606061	0.44047619	0.350340136	0.571895425	0.337662338	0.335616438	0.237785016	0.173780488	0.225705329	0.180124224	0.367601246	0.314868805	0.211656442	0.243589744	0.257053292	0.260188088	0.232415902	0.258358663	0.287974684	0.401898734	0.26	0.272435897	0.387755102	0.230031949	0.39862543	0.354098361	0.357142857	0.369822485	0.31626506	0.206395349	0.243553009	0.176811594	0.329305136	0.241176471	0.241610738	0.310897436	0.257425743	0.264492754	0.254966887	0.398058252	0.471641791	0.422960725	0.476470588	0.602905569	0.724537037	0.683673469	0.778501629	0.593181818	0.687192118	0.734939759	0.732647815	0.341935484	0.415335463	0.367088608	0.479865772	0.402640264	0.36977492	0.461038961	0.733668342	0.531147541	0.517460317	0.439344262	0.477564103	0.51986755	0.514195584	0.625407166	0.707006369	0.614649682	0.490131579	0.569620253	0.647208122	0.49833887	0.48534202	0.460606061	0.675675676	0.389830508	0.358361775	0.217241379	0.350877193	0.263333333	0.341059603	0.358306189	0.420711974	0.525835866	0.619808307	0.533112583	0.415335463	0.43	0.210059172
0.023121387	0.045180723	0.023880597	0.015151515	0.027863777	0.050314465	0.00974026	0.028753994	0.034482759	0.021604938	0.006849315	0.018808777	0.017391304	0.016393443	0.028571429	0.04601227	0.03785489	0.030054645	0.031339031	0.013333333	0.018404908	0.022082019	0.020289855	0.012618297	0.013071895	0.014326648	0.031746032	0.020231214	0.03514377	0.020057307	0.020958084	0.030534351	0.016129032	0.019354839	0.037735849	0.00872093	0.016348774	0.036065574	0.028753994	0.02	0.016129032	0.024922118	0.018461538	0.006493506	0.027950311	0.006349206	0.01618123	0.019736842	0.026755853	0.01242236	0.026143791	0.015151515	0.017857143	0.006802721	0.006535948	0.00974026	0.006849315	0.009771987	0.009146341	0.018808777	0.00310559	0.003115265	0.002915452	0.009202454	0.003205128	0.015673981	0.003134796	0.012232416	0.021276596	0.006329114	0.015822785	0.01	0.003205128	0.010204082	0.003194888	0.010309278	0.02295082	0.00974026	0.00295858	0.003012048	0.002906977	0.005730659	0.008695652	0.006042296	0.011764706	0.016778523	0.016025641	0.01980198	0.039855072	0.016556291	0.003236246	0.014925373	0.01510574	0.011764706	0.02905569	0.013888889	0.020408163	0.008143322	0.027272727	0.012315271	0.020080321	0.017994859	0.04516129	0.015974441	0.028481013	0.026845638	0.03960396	0.025723473	0.029220779	0.012562814	0.009836066	0.022222222	0.013114754	0.028846154	0.036423841	0.034700315	0.071661238	0.044585987	0.076433121	0.032894737	0.028481013	0.032994924	0.026578073	0.039087948	0.03030303	0.030888031	0.020338983	0.034129693	0.034482759	0.042105263	0.01	0.039735099	0.061889251	0.042071197	0.03343465	0.063897764	0.033112583	0.044728435	0.05	0.01183432
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003164557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003623188	0	0	0	0	0	0	0	0	0	0	0	0.002008032	0	0	0.003194888	0	0	0	0	0	0	0.003278689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003194888	0	0	0	0
0.005780347	0.006024096	0.008955224	0.002525253	0.00619195	0.006289308	0.003246753	0.003194888	0.003448276	0.009259259	0.010273973	0.006269592	0.005797101	0.013661202	0.025714286	0.024539877	0.022082019	0.021857923	0.037037037	0.042666667	0.030674847	0.044164038	0.011594203	0.009463722	0.029411765	0.005730659	0.041269841	0.01734104	0.015974441	0.022922636	0.023952096	0.007633588	0.029569892	0.029032258	0.018867925	0.014534884	0.024523161	0.009836066	0.022364217	0.011428571	0.016129032	0.034267913	0.018461538	0.022727273	0.034161491	0.034920635	0.061488673	0.078947368	0.076923077	0.105590062	0.078431373	0.063636364	0.05952381	0.081632653	0.04248366	0.061688312	0.085616438	0.211726384	0.277439024	0.141065831	0.149068323	0.158878505	0.177842566	0.196319018	0.173076923	0.12539185	0.141065831	0.177370031	0.130699088	0.161392405	0.129746835	0.173333333	0.169871795	0.139455782	0.188498403	0.092783505	0.137704918	0.159090909	0.118343195	0.11746988	0.168604651	0.128939828	0.165217391	0.15407855	0.188235294	0.16442953	0.153846154	0.148514851	0.134057971	0.122516556	0.165048544	0.16119403	0.181268882	0.120588235	0.053268765	0.041666667	0.040816327	0.027687296	0.065909091	0.04679803	0.050200803	0.028277635	0.093548387	0.150159744	0.085443038	0.093959732	0.125412541	0.154340836	0.12012987	0.052763819	0.114754098	0.085714286	0.140983607	0.166666667	0.119205298	0.119873817	0.055374593	0.047770701	0.050955414	0.105263158	0.07278481	0.073604061	0.086378738	0.205211726	0.118181818	0.042471042	0.149152542	0.167235495	0.172413793	0.150877193	0.18	0.112582781	0.123778502	0.181229773	0.09118541	0.03514377	0.072847682	0.102236422	0.103333333	0.195266272
0.005780347	0.006024096	0.014925373	0.005050505	0.012383901	0.006289308	0	0.003194888	0.003448276	0.00617284	0.003424658	0.003134796	0	0.005464481	0.011428571	0.009202454	0.009463722	0.005464481	0.002849003	0.013333333	0.027607362	0.009463722	0.011594203	0.009463722	0.019607843	0.020057307	0.006349206	0.01734104	0.015974441	0.011461318	0.008982036	0.022900763	0.01344086	0.029032258	0.025157233	0.020348837	0.019073569	0.016393443	0.03514377	0.025714286	0.051612903	0.043613707	0.027692308	0.061688312	0.02484472	0.044444444	0.025889968	0.039473684	0.010033445	0.01242236	0.013071895	0.015151515	0.026785714	0.030612245	0.029411765	0.012987013	0.017123288	0.026058632	0.042682927	0.031347962	0.040372671	0.018691589	0.04664723	0.049079755	0.054487179	0.05015674	0.05015674	0.070336391	0.05775076	0.053797468	0.066455696	0.063333333	0.048076923	0.078231293	0.03514377	0.096219931	0.068852459	0.068181818	0.041420118	0.045180723	0.040697674	0.063037249	0.055072464	0.042296073	0.067647059	0.137583893	0.073717949	0.079207921	0.057971014	0.066225166	0.071197411	0.044776119	0.054380665	0.038235294	0.01937046	0.023148148	0.010204082	0.021172638	0.031818182	0.034482759	0.010040161	0.007712082	0.051612903	0.028753994	0.041139241	0.033557047	0.04620462	0.032154341	0.029220779	0.010050251	0.029508197	0.041269841	0.045901639	0.038461538	0.023178808	0.047318612	0.016286645	0.012738854	0.012738854	0.049342105	0.050632911	0.045685279	0.069767442	0.013029316	0.060606061	0.023166023	0.040677966	0.034129693	0.055172414	0.028070175	0.04	0.052980132	0.042345277	0.064724919	0.009118541	0.009584665	0.01986755	0.028753994	0.05	0.044378698
0	0	0	0	0	0	0.003246753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002898551	0.003154574	0	0.005730659	0.006349206	0.002890173	0	0.00286533	0.002994012	0.002544529	0	0.006451613	0	0	0.002724796	0.003278689	0.012779553	0.017142857	0.016129032	0.00623053	0.009230769	0.012987013	0	0.003174603	0.003236246	0	0	0.00310559	0	0	0	0.003401361	0.013071895	0.003246753	0	0.003257329	0	0.003134796	0.00310559	0.003115265	0.005830904	0.006134969	0	0	0.006269592	0	0.003039514	0	0.003164557	0.006666667	0	0.006802721	0.003194888	0	0	0	0.00295858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003194888	0	0.002994012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00297619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.003012048	0.005970149	0.005050505	0	0	0	0	0	0.00617284	0	0	0	0	0	0.003067485	0	0	0	0	0	0.003154574	0.002898551	0	0	0	0	0	0	0	0.008982036	0.002544529	0.002688172	0.003225806	0	0	0	0	0.003194888	0.005714286	0	0.003115265	0.006153846	0.003246753	0.00621118	0	0.003236246	0	0	0	0	0.003030303	0	0.003401361	0	0	0	0	0.00304878	0.009404389	0.00931677	0	0.002915452	0.018404908	0.003205128	0.006269592	0.006269592	0.006116208	0.015197568	0.015822785	0.006329114	0	0.003205128	0.006802721	0.009584665	0.017182131	0.006557377	0	0.00591716	0	0.00872093	0.014326648	0.002898551	0.009063444	0.002941176	0.023489933	0.003205128	0.00330033	0.007246377	0	0.003236246	0.005970149	0.003021148	0.002941176	0	0	0	0	0	0	0	0	0.003225806	0	0.003164557	0.006711409	0	0.003215434	0.012987013	0.002512563	0.013114754	0.003174603	0.013114754	0.016025641	0.006622517	0.003154574	0.009771987	0	0.003184713	0.013157895	0.006329114	0.007614213	0.013289037	0	0.003030303	0	0.003389831	0	0.003448276	0.003508772	0.006666667	0.003311258	0.013029316	0.009708738	0.003039514	0	0	0	0.006666667	0
0	0.003012048	0	0	0	0	0	0	0.003448276	0.00308642	0	0	0.005797101	0.008196721	0	0	0.003154574	0.00273224	0.005698006	0.002666667	0.003067485	0.009463722	0	0	0.003267974	0	0.006349206	0.002890173	0	0	0.002994012	0.002544529	0	0.006451613	0.003144654	0	0	0	0.009584665	0.005714286	0.003225806	0	0.003076923	0	0.00621118	0	0.003236246	0.009868421	0	0.00310559	0	0.006060606	0	0.003401361	0	0	0	0	0.006097561	0.006269592	0.00310559	0.003115265	0	0.006134969	0.003205128	0.009404389	0.009404389	0.003058104	0.006079027	0.006329114	0	0.003333333	0	0	0.006389776	0.006872852	0.003278689	0	0.00295858	0.003012048	0.011627907	0.00286533	0.002898551	0.003021148	0.005882353	0	0.006410256	0.00990099	0.007246377	0.003311258	0.003236246	0.002985075	0	0	0.002421308	0	0.002040816	0	0	0	0.002008032	0	0	0	0	0	0	0	0	0	0.003278689	0.003174603	0.006557377	0.006410256	0.003311258	0.006309148	0	0	0.00955414	0	0	0.005076142	0.003322259	0	0.003030303	0.007722008	0.010169492	0.013651877	0.013793103	0.014035088	0.003333333	0.013245033	0.009771987	0.006472492	0.009118541	0.003194888	0.003311258	0.009584665	0.003333333	0.00591716
